id,Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg),Predicted class
22451,-22.2439,29.3736,0.0,16.36,13.69,1.35,6.4,4.56,1.07,very low contamination
22452,-22.4992,29.2081,0.0,87.97,156.33,7.67,86.19,23.91,13.97,low contamination
22453,-22.5883,29.32,0.0,56.03,47.54,8.5,85.91,41.82,16.59,low contamination
22454,-22.8783,29.2094,0.0,117.68,153.88,3.56,54.11,35.36,21.18,moderate contamination
22455,-23.3581,29.3161,0.0,127.48,66.18,7.81,48.02,29.09,12.19,moderate contamination
22456,-23.2928,29.1517,0.0,71.84,28.16,14.26,13.71,10.95,11.36,low contamination
22457,-23.4153,29.2842,0.0,124.78,58.45,6.48,39.04,23.69,7.74,moderate contamination
22458,-23.4472,29.8994,0.0,79.74,62.22,9.81,76.34,92.22,29.26,moderate contamination
22459,-23.7108,30.1297,0.0,131.47,51.19,34.8,93.63,48.44,10.78,moderate contamination
22460,-23.9114,30.675,0.0,265.2,217.5,7.63,113.1,81.68,49.28,moderate contamination
22461,-23.6989,30.8728,0.0,30.56,24.56,6.44,52.96,31.89,8.96,very low contamination
22462,-23.6833,30.9936,0.0,26.01,21.99,10.89,51.98,47.84,9.63,very low contamination
22463,-23.9214,31.0394,0.0,67.19,44.38,5.48,29.64,68.95,6.3,moderate contamination
22464,-23.8858,29.6883,0.0,82.22,38.43,10.53,31.42,15.81,8.61,moderate contamination
22465,-23.6414,29.6222,0.0,107.59,54.54,8.84,37.94,40.0,14.86,moderate contamination
22466,-23.7358,29.4081,0.0,221.53,169.27,8.15,52.73,32.64,14.86,moderate contamination
22467,-23.9195,29.3269,0.0,41.0,22.77,8.86,24.89,20.48,8.74,very low contamination
22468,-24.0697,29.35,0.0,126.21,56.73,6.02,129.66,41.92,14.18,moderate contamination
22469,-24.2933,29.2794,0.0,34.81,21.11,8.07,34.17,23.03,10.75,very low contamination
22470,-23.9742,28.9531,0.0,46.06,39.34,13.07,17.22,16.43,9.65,very low contamination
22471,-24.0314,28.7736,0.0,6.76,1.72,7.22,44.12,1.74,0.39,very low contamination
22472,-24.117,28.7214,0.0,34.51,11.58,6.33,9.56,17.52,2.95,very low contamination
22473,-24.4736,28.7444,0.0,136.64,24.16,11.1,28.22,26.05,19.36,moderate contamination
22474,-32.7181,18.9175,0.0,13.37,7.2,3.86,65.06,6.42,0.5,very low contamination
22475,-32.2858,18.8942,0.0,0.56,2.61,3.65,3.66,0.86,0.33,very low contamination
22476,-32.1683,18.8225,0.0,13.04,2.44,2.38,13.48,1.41,0.67,very low contamination
22477,-32.2172,18.6853,0.0,0.62,5.24,3.13,2.75,0.83,0.94,very low contamination
22478,-32.1319,18.4828,0.0,4.39,1.2,2.62,11.83,0.72,0.56,very low contamination
22479,-32.1331,18.4814,0.0,0.91,4.99,2.76,60.9,1.59,0.76,very low contamination
22480,-31.6861,18.2261,0.0,61.06,17.57,8.76,36.67,13.61,6.98,very low contamination
22481,-31.2783,18.2875,0.0,27.07,11.19,7.48,42.16,13.97,6.29,very low contamination
22482,-31.0519,18.1078,0.0,7.46,22.75,11.5,51.74,10.48,6.46,very low contamination
22483,-31.1569,18.5656,0.0,33.37,19.66,14.28,51.71,18.53,9.55,very low contamination
22484,-34.1128,18.8872,0.0,8.13,11.68,12.91,7.91,6.68,0.95,very low contamination
22485,-34.2106,19.3819,0.0,26.83,31.71,23.92,72.1,19.58,19.37,very low contamination
22486,-34.4395,19.8442,0.0,45.89,58.06,34.71,162.12,40.05,22.07,very low contamination
22487,-34.7708,20.0311,0.0,2.12,35.86,2.02,11.48,5.95,5.37,very low contamination
22488,-34.4006,20.1514,0.0,11.46,6.61,12.72,12.18,5.42,1.9,very low contamination
22489,-34.085,20.6367,0.0,17.94,20.93,10.26,41.12,9.53,6.29,very low contamination
